device,base_model,benchmark_model,resolution,accuracy,accuracy_cpu,accuracy_drop,latency_singlestream,latency_cpu,speedup,throughput_singlestream,throughput_offline,eta,feasible
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,48.0,6.86,6.87,0.14556040756913807,0.200884573,1.565758821,7.794320875998775,4977.983052984362,4703.559832,0.9448726084312717,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,64.0,16.79,16.8,0.05952380952381882,0.207715645,1.794276319,8.638137579863086,4814.273859824088,4525.385012,0.9399932666409128,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,80.0,29.54,29.53,-0.03386386725363363,0.225840421,2.653326732,11.748679533324108,4427.905312840344,4050.605595,0.9147904728797556,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,96.0,39.72,39.67,-0.12603982858582596,0.228593528,3.002675832,13.135436765296348,4374.5770440185,3979.766985,0.909748975719073,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,112.0,48.88,48.95,0.14300306435137952,0.246567696,3.706129387,15.03087974265696,4055.6813249372294,3698.263987,0.911872430474364,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,128.0,54.4,54.45,0.0918273645546451,0.259886349,4.115644202,15.836323138311508,3847.8358091828823,3529.966838,0.9173901936188945,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,144.0,58.76,58.76,0.0,0.285133646,5.255850187,18.432935785487764,3507.127320919538,3139.938895,0.8953022253485612,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,160.0,61.88,61.85,-0.04850444624090725,0.298983851,5.904255063,19.747739027550352,3344.6622506711906,3057.909037,0.9142654198899616,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,176.0,64.02,64.02,0.0,0.330961795,6.991798309,21.12569612151155,3021.4967863586794,2775.336768,0.9185304384667785,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,192.0,64.86,64.82,-0.06170934896637805,0.347390068,7.876568419,22.673556743712087,2878.6084926296744,2719.137716,0.9446014360626047,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,208.0,65.47,65.41,-0.09172909341079694,0.384418525,9.13590272,23.765511092369966,2601.331452483982,2439.611601,0.9378318932293086,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,224.0,68.18,68.22,0.058633831720891295,0.441078466,10.00484191,22.682680477990054,2267.1703043421758,2223.391483,0.980690104639105,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,240.0,66.64,66.68,0.05998800239952947,0.483812226,10.46329204,21.626762362966826,2066.9175896352813,2040.565301,0.9872504405751701,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,256.0,67.24,67.15,-0.1340282948622326,0.534785145,10.96653148,20.506425024202947,1869.9098307975628,1825.275112,0.9761300154358111,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,272.0,66.49,66.52,0.045099218280218185,0.64735808,12.80787554,19.784839234570146,1544.7401228080757,1537.594751,0.995374385825438,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,288.0,66.86,66.86,0.0,0.665836557,13.85874184,20.81402965082315,1501.8700753013777,1494.991441,0.9954199538199084,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,304.0,66.25,66.2,-0.07552870090634012,0.748143686,15.4545101,20.65714165500556,1336.6416354411363,1314.286198,0.9832749206306459,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,320.0,65.74,65.69,-0.07611508601004287,0.79316705,16.43690145,20.72312692515404,1260.7684598093176,1239.684633,0.9832770032869427,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,336.0,64.65,64.63,-0.03094538140184161,0.954883625,17.11423044,17.92284419999348,1047.2480350681476,1032.024465,0.9854632622278857,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,352.0,65.06,65.04,-0.03075030750306891,0.990917067,18.69143362,18.86276283098876,1009.1661888794574,996.7817343,0.9877280325917294,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,368.0,63.62,63.57,-0.07865345288657725,1.107397434,19.92204586,17.98996931755578,903.0181661049434,890.5494995,0.9861922305962842,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,384.0,63.25,63.23,-0.03163055511624723,1.184215603,21.49741419,18.15329415989801,844.4408243453959,835.9498703,0.9899448797350863,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,400.0,61.62,61.6,-0.032467532467526004,1.33280187,23.04139996,17.287940900022896,750.2990673324911,743.9515818,0.9915400594124979,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,416.0,61.15,61.12,-0.049083769633509716,1.383539294,23.91729309,17.28703564381743,722.7839529651985,722.3438338,0.9993910778409053,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,432.0,59.49,59.54,0.0839771582129613,1.515975903,26.34015776,17.37505042651064,659.6410919336361,655.8145833,0.9941991051187863,1
Apple M4 ANE,mobilenetv2,mobilenetv2_w1_0,448.0,59.45,59.46,0.016818028927006408,1.576950567,27.3510593,17.344271832206392,634.1352867530945,631.9857473,0.9966102825406536,1
Apple M4 ANE,resnet101,resnet101_w1_0,48.0,16.06,16.08,0.12437810945273367,1.484788306,7.997399052,5.386221739276009,673.4966836410415,664.1440122,0.9861132628144814,1
Apple M4 ANE,resnet101,resnet101_w1_0,64.0,31.84,31.73,-0.3466750709108081,1.48651793,8.803818194,5.922443326331085,672.7130428894322,665.6243046,0.9894624634316814,1
Apple M4 ANE,resnet101,resnet101_w1_0,80.0,46.81,46.83,0.04270766602604318,1.492190402,15.26063109,10.22699989863626,670.1557647467029,662.9431931,0.9892374698150527,1
Apple M4 ANE,resnet101,resnet101_w1_0,96.0,56.84,56.85,0.01759014951626739,1.503412044,18.38452163,12.228531561504504,665.1536443325181,658.7389465,0.9903560660199716,1
Apple M4 ANE,resnet101,resnet101_w1_0,112.0,65.32,65.36,0.061199510403926335,1.517835116,24.54948891,16.17401564321167,658.8330902735551,651.7557649,0.9892577870206604,1
Apple M4 ANE,resnet101,resnet101_w1_0,128.0,69.8,69.79,-0.014328700386861877,1.529208446,27.84578382,18.209279377731086,653.9330871574326,648.6771554,0.9919625847649344,1
Apple M4 ANE,resnet101,resnet101_w1_0,144.0,72.72,72.72,0.0,1.584875929,39.08377562,24.6604638917448,630.9642172627129,626.2934678,0.9925974416061568,1
Apple M4 ANE,resnet101,resnet101_w1_0,160.0,75.08,75.09,0.013317352510327762,1.618596546,44.94718997,27.76923630603126,617.8191856835953,614.5351112,0.9946844083840459,1
Apple M4 ANE,resnet101,resnet101_w1_0,176.0,76.36,76.34,-0.026198585276389862,1.707727758,54.51054021,31.9199239777187,585.5734295559772,584.2130101,0.9976767739325045,1
Apple M4 ANE,resnet101,resnet101_w1_0,192.0,76.89,76.92,0.039001560062403975,1.717468922,60.22615667,35.066810175444914,582.2521660744205,581.4365622,0.99859922569302,1
Apple M4 ANE,resnet101,resnet101_w1_0,208.0,77.69,77.71,0.025736713421690934,1.825329018,74.81839129,40.98898913686146,547.8464376223487,556.1069619,1.0150781746678903,1
Apple M4 ANE,resnet101,resnet101_w1_0,224.0,79.22,79.21,-0.012624668602455645,1.845703894,83.45658343,45.2166697493027,541.7987160620901,550.0132686,1.0151616316066878,1
Apple M4 ANE,resnet101,resnet101_w1_0,240.0,78.14,78.16,0.025588536335716505,2.028623731,96.7123501,47.67387299187618,492.9450369325291,497.3394741,1.00891465952232,1
Apple M4 ANE,resnet101,resnet101_w1_0,256.0,78.31,78.33,0.02553300140431,2.061771926,100.7057351,48.84426537680967,485.019699506763,491.0260632,1.0123837520400618,1
Apple M4 ANE,resnet101,resnet101_w1_0,272.0,78.02,78.03,0.01281558374984636,2.719281364,115.6968019,42.54682999401455,367.74421846844973,376.9594583,1.025058829938725,1
Apple M4 ANE,resnet101,resnet101_w1_0,288.0,77.94,77.95,0.01282873636947417,2.81855577,127.4001373,45.20050256092679,354.79163146024956,363.7658974,1.025294469045998,1
Apple M4 ANE,resnet101,resnet101_w1_0,304.0,77.81,77.86,0.0642178268687351,3.568498839,141.8474471,39.74989302217341,280.2298795983999,287.4895505,1.025906127183882,1
Apple M4 ANE,resnet101,resnet101_w1_0,320.0,77.54,77.53,-0.012898232942093534,3.79662242,151.8984293,40.00883219248334,263.39200725680803,270.6651234,1.0276132758125067,1
Apple M4 ANE,resnet101,resnet101_w1_0,336.0,77.46,77.49,0.03871467286101579,4.713484396,173.1238262,36.729479012791025,212.1572738945798,217.8614789,1.0268866812846333,1
Apple M4 ANE,resnet101,resnet101_w1_0,352.0,76.95,76.95,0.0,4.475529179,182.150105,40.699121313895475,223.4372651824465,229.8298253,1.0286100893346224,1
Apple M4 ANE,resnet101,resnet101_w1_0,368.0,76.91,76.91,0.0,4.681348729,202.6689722,43.2928593728784,213.61365236586715,219.3297504,1.026759048266927,1
Apple M4 ANE,resnet101,resnet101_w1_0,384.0,76.36,76.37,0.013094146916335099,4.617979504,199.7460645,43.25399545991575,216.54491951162197,221.8220758,1.0243697995791343,1
Apple M4 ANE,resnet101,resnet101_w1_0,400.0,76.03,76.07,0.052583147101343555,5.781322849,241.7067483,41.80820801969366,172.97079338390014,177.4002259,1.0256079794134316,1
Apple M4 ANE,resnet101,resnet101_w1_0,416.0,75.52,75.53,0.013239772275923628,5.77330016,254.5718973,44.09469285241528,173.2111569269248,177.6581136,1.0256736156721782,1
Apple M4 ANE,resnet101,resnet101_w1_0,432.0,74.81,74.86,0.0667913438418343,6.025603706,268.4661522,44.554233119027494,165.95847466773316,170.7815268,1.0290618008024182,1
Apple M4 ANE,resnet101,resnet101_w1_0,448.0,74.2,74.21,0.013475272874263448,6.044608778,292.0220681,48.31116104037131,165.4366786548051,169.279212,1.023226610788123,1
Apple M4 ANE,resnet50,resnet50_w1_0,48.0,14.04,14.06,0.14224751066857289,0.923557133,5.162018554,5.589279070621395,1082.7700466691106,1069.762227,0.9879865353598152,1
Apple M4 ANE,resnet50,resnet50_w1_0,64.0,29.18,29.2,0.06849315068493005,0.918463044,6.062563628,6.600770349558017,1088.7754347141702,1063.595145,0.9768728344603214,1
Apple M4 ANE,resnet50,resnet50_w1_0,80.0,43.77,43.82,0.11410314924691274,0.930150259,9.451617673,10.161387992474879,1075.0951153581304,1058.887834,0.9849247930470492,1
Apple M4 ANE,resnet50,resnet50_w1_0,96.0,54.12,54.12,0.0,0.940703803,11.20290451,11.90906688616842,1063.0338655067603,1044.018185,0.9821118770306575,1
Apple M4 ANE,resnet50,resnet50_w1_0,112.0,62.48,62.46,-0.032020493115587606,0.956204836,14.40124953,15.06084155591951,1045.8010275112226,1031.439981,0.986267897875948,1
Apple M4 ANE,resnet50,resnet50_w1_0,128.0,66.9,66.87,-0.04486316733961587,0.965296085,16.52139074,17.11536076518947,1035.9515754174017,1020.07902,0.9846782843966366,1
Apple M4 ANE,resnet50,resnet50_w1_0,144.0,70.18,70.19,0.01424704373841132,1.025655007,23.05607506,22.479366748706376,974.9867091518037,965.4221093,0.9901900202720461,1
Apple M4 ANE,resnet50,resnet50_w1_0,160.0,72.39,72.4,0.013812154696139662,1.057437067,25.82816481,24.42525008440999,945.6827561729497,941.2107943,0.9952711817533323,1
