accelerator,model,throughput_original,throughput_scaled
Apple M4 ANE,mobilenetv2_gelu_w1_0,68.31757094,44.130585899344574
Apple M4 ANE,mobilenetv2_hardswish_w1_0,1225.695387,74.04636725157566
Apple M4 ANE,mobilenetv2_leakyrelu_w1_0,2469.063702,81.33348216902965
Apple M4 ANE,mobilenetv2_mish_w1_0,100.2824927,48.07872869054342
Apple M4 ANE,mobilenetv2_prelu_w1_0,2466.828259,81.32405547920064
Apple M4 ANE,mobilenetv2_relu6_w1_0,2231.107909,80.27883759989052
Apple M4 ANE,mobilenetv2_relu_w1_0,2485.563346,81.40279714967981
Apple M4 ANE,mobilenetv2_selu_w1_0,85.31482879,46.413826747577836
Apple M4 ANE,mobilenetv2_silu_w1_0,1455.804388,75.83630149307024
Apple M4 ANE,mobilenetv2_w0_25,3891.353109,86.06825265408625
Apple M4 ANE,mobilenetv2_w0_5,3377.159074,84.59314113754941
Apple M4 ANE,mobilenetv2_w0_75,2474.07446,81.35458119069617
Apple M4 ANE,mobilenetv2_w1_0,2235.695276,80.300212770093
Apple M4 ANE,mobilenetv2_w1_5,1468.419525,75.9260700569905
Apple M4 ANE,mobilenetv2_w2_0,1062.513127,72.56018639342892
Apple M4 ANE,regnet_x_1_6gf,1732.757878,77.64835559206948
Apple M4 ANE,regnet_x_3_2gf,1156.491987,73.44179775767125
Apple M4 ANE,regnet_x_400mf,2724.549389,82.3582308181843
Apple M4 ANE,regnet_x_800mf,2086.02646,79.57913133853397
Apple M4 ANE,regnet_x_8gf,604.7883266,66.7006524238428
Apple M4 ANE,regnet_y_1_6gf,1621.505659,76.95787903737961
Apple M4 ANE,regnet_y_3_2gf,1041.38626,72.35128120734188
Apple M4 ANE,regnet_y_400mf,2617.027288,81.93918501980865
Apple M4 ANE,regnet_y_800mf,2103.113405,79.66402433132296
Apple M4 ANE,regnet_y_8gf,463.8567179,63.9437115048448
Apple M4 ANE,resnet101_w1_0,550.0134053,65.71395296750536
Apple M4 ANE,resnet10_w1_0,2544.906274,81.64835007407048
Apple M4 ANE,resnet18_elu_w1_0,161.4118605,52.9951974968481
Apple M4 ANE,resnet18_gelu_w1_0,139.553994,51.4903015438777
Apple M4 ANE,resnet18_hardswish_w1_0,1296.863574,74.6335220827785
Apple M4 ANE,resnet18_leakyrelu_w1_0,1598.232775,76.80745936036028
Apple M4 ANE,resnet18_mish_w1_0,197.2474662,55.071019549659724
Apple M4 ANE,resnet18_prelu_w1_0,1599.61758,76.8164708409662
Apple M4 ANE,resnet18_relu6_w1_0,1555.670027,76.52661251815613
Apple M4 ANE,resnet18_relu_w1_0,1601.95344,76.83165356510337
Apple M4 ANE,resnet18_selu_w1_0,159.7532897,52.888328808688875
Apple M4 ANE,resnet18_silu_w1_0,1367.787392,75.18746566752989
Apple M4 ANE,resnet18_w0_25,5738.532634,90.11164631389828
Apple M4 ANE,resnet18_w0_5,3703.474978,85.55317860529964
Apple M4 ANE,resnet18_w0_75,2291.526652,80.55690569575503
Apple M4 ANE,resnet18_w1_0,1598.262483,76.80765276410328
Apple M4 ANE,resnet18_w1_5,859.9244882,70.35999492137273
Apple M4 ANE,resnet18_w2_0,522.5891454,65.18243428996207
Apple M4 ANE,resnet34_w1_0,1010.259924,72.03565518031444
Apple M4 ANE,resnet50_w0_25,3840.094074,85.93023303227554
Apple M4 ANE,resnet50_w0_5,2103.554307,79.66620572777832
Apple M4 ANE,resnet50_w0_75,1256.495091,74.30454634716365
Apple M4 ANE,resnet50_w1_0,797.9364957,69.58200307164356
Apple M4 ANE,resnet50_w1_5,378.4216527,61.82936249109258
Apple M4 ANE,resnet50_w2_0,223.5358511,56.367434030302036
Apple M4 ANE,resnext50_c16_w1_0,736.8135844,68.75336071176565
Apple M4 ANE,resnext50_c32_w1_0,445.2293872,63.51792793791412
Apple M4 ANE,resnext50_c64_w1_0,153.6888687,52.48795994764619
Apple M4 ANE,resnext50_c8_w1_0,1103.419767,72.95313585161236
Apple M4 ANE,shufflenet_v2_x1_0,1049.930327,72.43627149772682
Apple M4 ANE,shufflenet_v2_x1_5,602.309746,66.65796702965304
Apple M4 ANE,shufflenet_v2_x2_0,347.3240081,60.93903539881234
Mobilint-ARIES,convnext_base,279.0560907,58.66786954845682
Mobilint-ARIES,convnext_small,435.3984148,63.285988817874674
Mobilint-ARIES,convnext_tiny,737.3280624,68.76061802659122
Mobilint-ARIES,densenet121,1868.707307,78.43431552612199
Mobilint-ARIES,densenet169,1191.806389,73.75469282224206
Mobilint-ARIES,densenet201,618.555262,66.93460877376137
Mobilint-ARIES,hf_vit_base_patch16_224,142.4155551,51.700139053451544
Mobilint-ARIES,hf_vit_small_patch16_224,578.1848269,66.23308912504051
Mobilint-ARIES,hf_vit_tiny_patch16_224,1539.024234,76.41468225776164
Mobilint-ARIES,mobilenetv2_elu_w1_0,8003.692254,93.57498413674786
Mobilint-ARIES,mobilenetv2_gelu_w1_0,8069.054345,93.65965253932019
Mobilint-ARIES,mobilenetv2_hardswish_w1_0,8047.17458,93.63138664239122
Mobilint-ARIES,mobilenetv2_leakyrelu_w1_0,8141.329711,93.75248149490834
Mobilint-ARIES,mobilenetv2_mish_w1_0,7986.073014,93.55204230388975
Mobilint-ARIES,mobilenetv2_prelu_w1_0,8311.735145,93.96812507723853
Mobilint-ARIES,mobilenetv2_relu6_w1_0,8109.030151,93.71109888103354
Mobilint-ARIES,mobilenetv2_relu_w1_0,8221.459473,93.8544401456071
Mobilint-ARIES,mobilenetv2_selu_w1_0,8230.697404,93.8661307320326
Mobilint-ARIES,mobilenetv2_silu_w1_0,8095.83651,93.69414758648216
Mobilint-ARIES,mobilenetv2_w0_25,14836.29907,100.0
Mobilint-ARIES,mobilenetv2_w0_5,12267.53916,98.02073906032265
Mobilint-ARIES,mobilenetv2_w0_75,9913.464493,95.80266855254283
Mobilint-ARIES,mobilenetv2_w1_0,8110.330671,93.71276830607016
Mobilint-ARIES,mobilenetv2_w1_5,5175.898512,89.03748983462712
Mobilint-ARIES,mobilenetv2_w2_0,3798.064974,85.81568457556524
Mobilint-ARIES,regnet_x_1_6gf,1197.611689,73.80524119548005
Mobilint-ARIES,regnet_x_3_2gf,902.2196969,70.85931323674195
Mobilint-ARIES,regnet_x_400mf,2063.842389,79.46787137226885
Mobilint-ARIES,regnet_x_800mf,1561.735196,76.5670988872135
Mobilint-ARIES,regnet_x_8gf,321.7624364,60.145518061141175
Mobilint-ARIES,regnet_y_1_6gf,967.1134548,71.58168899195711
Mobilint-ARIES,regnet_y_3_2gf,467.7409131,64.03034403188752
Mobilint-ARIES,regnet_y_400mf,2108.447922,79.6903866245873
Mobilint-ARIES,regnet_y_800mf,1539.782835,76.41980952658686
Mobilint-ARIES,regnet_y_8gf,213.198233,55.876710739919304
Mobilint-ARIES,resnet101_w1_0,1157.270519,73.44879810578448
Mobilint-ARIES,resnet10_w1_0,6434.210124,91.30277496117994
Mobilint-ARIES,resnet18_elu_w1_0,3775.303916,85.75312019673086
Mobilint-ARIES,resnet18_gelu_w1_0,3779.474504,85.76461225491555
Mobilint-ARIES,resnet18_hardswish_w1_0,3643.014432,85.38185351755013
Mobilint-ARIES,resnet18_leakyrelu_w1_0,3610.044672,85.28722653505277
Mobilint-ARIES,resnet18_mish_w1_0,3612.694742,85.29486440657294
Mobilint-ARIES,resnet18_prelu_w1_0,3527.123857,85.04536175627828
Mobilint-ARIES,resnet18_relu6_w1_0,3513.649509,85.00552336918672
Mobilint-ARIES,resnet18_relu_w1_0,3524.312932,85.0370635223554
Mobilint-ARIES,resnet18_selu_w1_0,3503.623282,84.97578049880653
Mobilint-ARIES,resnet18_silu_w1_0,3432.336115,84.76182076102366
Mobilint-ARIES,resnet18_w0_25,10668.36802,96.56667533094061
Mobilint-ARIES,resnet18_w0_5,7480.748036,92.87157810763256
Mobilint-ARIES,resnet18_w0_75,4676.254912,87.98079211949204
Mobilint-ARIES,resnet18_w1_0,3457.994218,84.83933788250333
Mobilint-ARIES,resnet18_w1_5,1710.49171,77.51377946999138
Mobilint-ARIES,resnet18_w2_0,1106.859031,72.9855073779621
Mobilint-ARIES,resnet34_w1_0,2171.379284,79.99644652906647
Mobilint-ARIES,resnet50_w0_25,8410.500754,94.09109578732287
Mobilint-ARIES,resnet50_w0_5,4772.589484,88.19304997505817
Mobilint-ARIES,resnet50_w0_75,2663.332838,82.12172304024003
Mobilint-ARIES,resnet50_w1_0,1773.170148,77.88824935477534
Mobilint-ARIES,resnet50_w1_5,612.5773328,66.83366452910714
Mobilint-ARIES,resnet50_w2_0,345.6284155,60.888230630956805
Mobilint-ARIES,resnext50_c16_w1_0,716.3998896,68.46124119683356
Mobilint-ARIES,resnext50_c32_w1_0,185.449033,54.43219808789236
Mobilint-ARIES,resnext50_c64_w1_0,26.14693606,34.37062708270694
Mobilint-ARIES,resnext50_c8_w1_0,1748.885395,77.74475494198799
Mobilint-ARIES,shufflenet_v2_x1_0,9713.782767,95.59083886360278
Mobilint-ARIES,shufflenet_v2_x1_5,6033.683346,90.63372985290111
Mobilint-ARIES,shufflenet_v2_x2_0,3825.578675,85.89081425955949
DeepX M1,convnext_base,0.745847997,5.801626513296975
DeepX M1,convnext_small,1.207654376,8.245068923610502
DeepX M1,convnext_tiny,2.211726807,12.14805775944836
DeepX M1,densenet121,0.0,0.0
DeepX M1,densenet169,0.0,0.0
DeepX M1,densenet201,0.0,0.0
DeepX M1,hf_vit_base_patch16_224,66.64453762,43.876217632999214
DeepX M1,hf_vit_small_patch16_224,162.3495871,53.05513724580916
DeepX M1,hf_vit_tiny_patch16_224,371.9934205,61.651460091369195
DeepX M1,mobilenetv2_elu_w1_0,0.0,0.0
DeepX M1,mobilenetv2_gelu_w1_0,2849.603634,82.82529197624855
DeepX M1,mobilenetv2_hardswish_w1_0,2887.600411,82.9631520831189
DeepX M1,mobilenetv2_leakyrelu_w1_0,2844.417465,82.80633310984138
DeepX M1,mobilenetv2_mish_w1_0,2883.251735,82.94746638436756
DeepX M1,mobilenetv2_prelu_w1_0,228.16788,56.5800281119204
DeepX M1,mobilenetv2_relu6_w1_0,2798.68304,82.63763189204057
DeepX M1,mobilenetv2_relu_w1_0,2855.545835,82.84697228281858
DeepX M1,mobilenetv2_selu_w1_0,12.60119964,27.175276519534417
DeepX M1,mobilenetv2_silu_w1_0,2900.152868,83.00829675867527
DeepX M1,mobilenetv2_w0_25,4035.835042,86.44771620217786
DeepX M1,mobilenetv2_w0_5,4312.694252,87.13833969633389
DeepX M1,mobilenetv2_w0_75,3084.472184,83.64959972082227
DeepX M1,mobilenetv2_w1_0,2855.236575,82.84584505099812
DeepX M1,mobilenetv2_w1_5,1873.613349,78.46159874752921
DeepX M1,mobilenetv2_w2_0,1570.097591,76.6226628304991
DeepX M1,regnet_x_1_6gf,664.745873,67.68324882343133
DeepX M1,regnet_x_3_2gf,498.2057369,64.6859273358845
DeepX M1,regnet_x_400mf,1184.018077,73.68649001139882
DeepX M1,regnet_x_800mf,932.2540949,71.19988613995393
DeepX M1,regnet_x_8gf,241.3991782,57.164428068839314
DeepX M1,regnet_y_1_6gf,610.6085879,66.80020460178905
DeepX M1,regnet_y_3_2gf,321.9953963,60.15302994177437
DeepX M1,regnet_y_400mf,1446.301331,75.76816345366946
DeepX M1,regnet_y_800mf,1065.373876,72.58815434270814
DeepX M1,regnet_y_8gf,195.7964116,54.99453432572399
DeepX M1,resnet101_w1_0,586.4509427,66.38062941602986
DeepX M1,resnet10_w1_0,3253.978597,84.20640925918876
DeepX M1,resnet18_elu_w1_0,0.0,0.0
DeepX M1,resnet18_gelu_w1_0,1991.020501,79.09405748908843
DeepX M1,resnet18_hardswish_w1_0,2006.213743,79.17316411716297
DeepX M1,resnet18_leakyrelu_w1_0,2032.594757,79.30911015563696
DeepX M1,resnet18_mish_w1_0,2018.697935,79.23771867295724
DeepX M1,resnet18_prelu_w1_0,763.4139013,69.12211210870824
DeepX M1,resnet18_relu6_w1_0,2037.268891,79.3330127638866
DeepX M1,resnet18_relu_w1_0,2079.379586,79.54591978677294
DeepX M1,resnet18_selu_w1_0,6.625202147,21.15023518885842
DeepX M1,resnet18_silu_w1_0,2038.939487,79.3415425711833
DeepX M1,resnet18_w0_25,4174.331393,86.79891978559672
DeepX M1,resnet18_w0_5,3403.423441,84.67377383595094
DeepX M1,resnet18_w0_75,2462.466277,81.30563672677684
DeepX M1,resnet18_w1_0,2067.468686,79.48613985845688
DeepX M1,resnet18_w1_5,836.4524676,70.07220126806322
DeepX M1,resnet18_w2_0,594.1589297,66.51634908574307
DeepX M1,resnet34_w1_0,1199.836621,73.82454943328047
DeepX M1,resnet50_w0_25,4512.104819,87.60883576538697
DeepX M1,resnet50_w0_5,2814.691684,82.69699466115728
DeepX M1,resnet50_w0_75,1614.414676,76.91227764011572
DeepX M1,resnet50_w1_0,975.914145,71.6759063885319
DeepX M1,resnet50_w1_5,469.7475881,64.07481979437961
DeepX M1,resnet50_w2_0,289.5828597,59.05203660739612
DeepX M1,resnext50_c16_w1_0,463.3616926,63.93261856132738
DeepX M1,resnext50_c32_w1_0,146.4927926,51.99199963026626
DeepX M1,resnext50_c64_w1_0,0.0,0.0
DeepX M1,resnext50_c8_w1_0,979.6319129,71.71545288162643
DeepX M1,shufflenet_v2_x1_0,3256.504286,84.21448477869517
DeepX M1,shufflenet_v2_x1_5,2099.347104,79.64537161716991
DeepX M1,shufflenet_v2_x2_0,1602.88958,76.83773211917813
Hailo-8,convnext_base,202.8547794,55.36141087618618
Hailo-8,convnext_small,35.40377254,37.42540368780961
Hailo-8,convnext_tiny,104.2478652,48.478572740701544
Hailo-8,densenet121,0.0,0.0
Hailo-8,densenet169,0.0,0.0
Hailo-8,densenet201,0.0,0.0
Hailo-8,hf_vit_base_patch16_224,70.19001825,44.408092108601444
Hailo-8,hf_vit_small_patch16_224,145.3562187,51.91145941583362
Hailo-8,hf_vit_tiny_patch16_224,341.5315425,60.76444371234066
Hailo-8,mobilenetv2_elu_w1_0,2166.968568,79.97528622625026
Hailo-8,mobilenetv2_gelu_w1_0,2164.960302,79.96563735173625
Hailo-8,mobilenetv2_hardswish_w1_0,2163.829582,79.96020077977488
Hailo-8,mobilenetv2_leakyrelu_w1_0,2138.538521,79.83785195184592
Hailo-8,mobilenetv2_mish_w1_0,2170.096497,79.99029682341569
Hailo-8,mobilenetv2_prelu_w1_0,726.4304168,68.60580217070307
Hailo-8,mobilenetv2_relu6_w1_0,2257.498391,80.40121029124319
Hailo-8,mobilenetv2_relu_w1_0,2270.82561,80.46246629980918
Hailo-8,mobilenetv2_selu_w1_0,0.0,0.0
Hailo-8,mobilenetv2_silu_w1_0,2132.17012,79.80681603245004
Hailo-8,mobilenetv2_w0_25,3318.792091,84.4116842603985
Hailo-8,mobilenetv2_w0_5,3065.045213,83.58383977451845
Hailo-8,mobilenetv2_w0_75,2207.742069,80.16927647690832
Hailo-8,mobilenetv2_w1_0,2227.877554,80.26375915022953
Hailo-8,mobilenetv2_w1_5,1498.208945,76.13502754950939
Hailo-8,mobilenetv2_w2_0,1064.815063,72.58269704061087
Hailo-8,regnet_x_1_6gf,2205.405278,80.15825570838362
Hailo-8,regnet_x_3_2gf,1487.972967,76.06369936327903
Hailo-8,regnet_x_400mf,3194.900399,84.0157062011085
Hailo-8,regnet_x_800mf,2810.529096,82.68159161122857
Hailo-8,regnet_x_8gf,366.0036302,61.48291027442751
Hailo-8,regnet_y_1_6gf,0.0,0.0
Hailo-8,regnet_y_3_2gf,410.6280649,62.67759687165061
Hailo-8,regnet_y_400mf,0.0,0.0
Hailo-8,regnet_y_800mf,1029.017473,72.22700297361543
Hailo-8,regnet_y_8gf,0.0,0.0
Hailo-8,resnet101_w1_0,341.8207439,60.77323037031592
Hailo-8,resnet10_w1_0,2572.086344,81.75891243901044
Hailo-8,resnet18_elu_w1_0,2279.295985,80.50121226246499
Hailo-8,resnet18_gelu_w1_0,2281.545987,80.51148023462129
Hailo-8,resnet18_hardswish_w1_0,2314.613761,80.66122979750779
Hailo-8,resnet18_leakyrelu_w1_0,2271.363566,80.46493135998563
Hailo-8,resnet18_mish_w1_0,2290.245767,80.55108701841968
Hailo-8,resnet18_prelu_w1_0,1936.905885,78.80731319314377
Hailo-8,resnet18_relu6_w1_0,2340.283598,80.77601027167539
Hailo-8,resnet18_relu_w1_0,2318.781481,80.67995166000432
Hailo-8,resnet18_selu_w1_0,0.0,0.0
Hailo-8,resnet18_silu_w1_0,2261.114978,80.41786890332817
Hailo-8,resnet18_w0_25,2730.466448,82.38080895116127
Hailo-8,resnet18_w0_5,3168.443531,83.92915836221846
Hailo-8,resnet18_w0_75,2979.044951,83.28763529789674
Hailo-8,resnet18_w1_0,2310.764546,80.64390873877997
Hailo-8,resnet18_w1_5,899.704089,70.83027553653432
Hailo-8,resnet18_w2_0,278.7759376,58.65744937619878
Hailo-8,resnet34_w1_0,1295.083085,74.61922934280359
Hailo-8,resnet50_w0_25,3147.908108,83.86148175774152
Hailo-8,resnet50_w0_5,2974.430476,83.27150125831358
Hailo-8,resnet50_w0_75,1972.651985,78.99760853923128
Hailo-8,resnet50_w1_0,1145.596872,73.3433347716043
Hailo-8,resnet50_w1_5,226.8207748,56.51864703230073
Hailo-8,resnet50_w2_0,124.332044,50.29689867187708
Hailo-8,resnext50_c16_w1_0,798.3447551,69.58732195135099
Hailo-8,resnext50_c32_w1_0,305.6278833,59.6116066367204
Hailo-8,resnext50_c64_w1_0,127.1885485,50.53152525799105
Hailo-8,resnext50_c8_w1_0,1650.093186,77.13972318983379
Hailo-8,shufflenet_v2_x1_0,2307.765901,80.63039515776993
Hailo-8,shufflenet_v2_x1_5,1865.512379,78.41650954339603
Hailo-8,shufflenet_v2_x2_0,1393.089736,75.37816470331019
Qualcomm QCS6490,convnext_base,5.331936783,19.21525736789651
Qualcomm QCS6490,convnext_small,6.498368333,20.97560148284174
Qualcomm QCS6490,convnext_tiny,11.35123669,26.171603312908182
Qualcomm QCS6490,densenet121,23.44619857,33.27962699862162
Qualcomm QCS6490,densenet169,17.00539692,30.095802072808674
Qualcomm QCS6490,densenet201,13.25490889,27.66402013671589
Qualcomm QCS6490,hf_vit_base_patch16_224,7.14244944,21.833555358442144
Qualcomm QCS6490,hf_vit_small_patch16_224,16.29771956,29.67833943944387
Qualcomm QCS6490,hf_vit_tiny_patch16_224,26.92346318,34.664259742788566
Qualcomm QCS6490,mobilenetv2_elu_w1_0,295.9858103,59.27895823166112
Qualcomm QCS6490,mobilenetv2_gelu_w1_0,19.36307486,31.3769363838238
Qualcomm QCS6490,mobilenetv2_hardswish_w1_0,43.86555437,39.6013548954721
Qualcomm QCS6490,mobilenetv2_leakyrelu_w1_0,615.4906339,66.88298125619437
Qualcomm QCS6490,mobilenetv2_mish_w1_0,9.862829742,24.83468824347401
Qualcomm QCS6490,mobilenetv2_prelu_w1_0,44.66147512,39.78443448025657
Qualcomm QCS6490,mobilenetv2_relu6_w1_0,803.6876192,69.65668046460998
Qualcomm QCS6490,mobilenetv2_relu_w1_0,794.8050104,69.54111488893058
Qualcomm QCS6490,mobilenetv2_selu_w1_0,43.13322073,39.43000970143619
Qualcomm QCS6490,mobilenetv2_silu_w1_0,612.0941754,66.82546294862992
Qualcomm QCS6490,mobilenetv2_w0_25,1006.441663,71.99627015074734
Qualcomm QCS6490,mobilenetv2_w0_5,936.8591771,71.25113395513343
Qualcomm QCS6490,mobilenetv2_w0_75,827.0704111,69.95490364659699
Qualcomm QCS6490,mobilenetv2_w1_0,789.994835,69.47799339565294
Qualcomm QCS6490,mobilenetv2_w1_5,586.3421577,66.37870124834123
Qualcomm QCS6490,mobilenetv2_w2_0,471.3479393,64.11015415216337
Qualcomm QCS6490,regnet_x_1_6gf,461.7005874,63.8953085086406
Qualcomm QCS6490,regnet_x_3_2gf,359.0831189,61.284710918654
Qualcomm QCS6490,regnet_x_400mf,696.5440476,68.16901795351998
Qualcomm QCS6490,regnet_x_800mf,681.9154696,67.94835376151043
Qualcomm QCS6490,regnet_x_8gf,235.2565179,56.89719248822778
Qualcomm QCS6490,regnet_y_1_6gf,333.4168782,60.514827406231596
Qualcomm QCS6490,regnet_y_3_2gf,249.7463752,57.51691595266354
Qualcomm QCS6490,regnet_y_400mf,470.4351551,64.0900153689717
Qualcomm QCS6490,regnet_y_800mf,572.0708566,66.12260097236401
Qualcomm QCS6490,regnet_y_8gf,176.4073015,53.91465292437068
Qualcomm QCS6490,resnet101_w1_0,208.3662461,55.63915680555598
Qualcomm QCS6490,resnet10_w1_0,818.9217242,69.85194253883857
Qualcomm QCS6490,resnet18_elu_w1_0,389.222559,62.12159994443554
Qualcomm QCS6490,resnet18_gelu_w1_0,45.18995685,39.904242533085565
Qualcomm QCS6490,resnet18_hardswish_w1_0,97.85642795,47.826305484539276
Qualcomm QCS6490,resnet18_leakyrelu_w1_0,481.0131281,64.32104107354802
Qualcomm QCS6490,resnet18_mish_w1_0,24.27122023,33.62519523507168
Qualcomm QCS6490,resnet18_prelu_w1_0,98.69562139,47.91431456090794
Qualcomm QCS6490,resnet18_relu6_w1_0,587.3528919,66.39660234136116
Qualcomm QCS6490,resnet18_relu_w1_0,584.1822778,66.34034418385252
Qualcomm QCS6490,resnet18_selu_w1_0,93.3809192,47.343951148299965
Qualcomm QCS6490,resnet18_silu_w1_0,480.0073603,64.29929406479806
Qualcomm QCS6490,resnet18_w0_25,1214.237157,73.94866057733863
Qualcomm QCS6490,resnet18_w0_5,1021.158285,72.14725816527168
Qualcomm QCS6490,resnet18_w0_75,701.1253844,68.23717416851102
Qualcomm QCS6490,resnet18_w1_0,582.6158795,66.31243802155456
Qualcomm QCS6490,resnet18_w1_5,334.586254,60.551169913062004
Qualcomm QCS6490,resnet18_w2_0,217.4153679,56.07969775258195
Qualcomm QCS6490,resnet34_w1_0,375.8708746,61.75913264965004
Qualcomm QCS6490,resnet50_w0_25,1000.1731,71.93128562926447
Qualcomm QCS6490,resnet50_w0_5,713.2303164,68.41514046566624
Qualcomm QCS6490,resnet50_w0_75,464.6726342,63.961969488527664
Qualcomm QCS6490,resnet50_w1_0,330.2931461,60.41711964957677
Qualcomm QCS6490,resnet50_w1_5,157.76284,52.75861052046078
